full_text,lower_case,remove_slang,remove_elongation,emoji_to_text,tweet_tokens,stem,remove_stopwords,remove_stop_words_nltk
@suenoseeker @sprklesfairy Eh lo masih update ceritanya alias threadnya masih dilanjutin &amp; lo bacain apa gmn sih? Wkwk getol &amp; ngurusin bgt kata gue jir? Sori tp gue cukup baca sampe yg kmrn diupdate aja ga to be continued wkwkwkwk kaya gaada kerjaan aja deh mending urusin kerjaan lo besok ppn dah naik 12%,@suenoseeker @sprklesfairy eh lo masih update ceritanya alias threadnya masih dilanjutin amp lo bacain apa gmn sih wkwk getol amp ngurusin bgt kata gue jir sori tp gue cukup baca sampe yg kmrn diupdate aja ga to be continued wkwkwkwk kaya gaada kerjaan aja deh mending urusin kerjaan lo besok ppn dah naik 12,@suenoseeker @sprklesfairy eh lo masih update ceritanya alias threadnya masih dilanjutin amp lo bacain apa bagaimana sih wkwk getol amp mengurusi banget kata gue jir sori tapi gue cukup baca sampai yang kemarin diupdate saja enggak tapi be continued wkwkwkwk kayak enggak ada pekerjaan saja deh mending urus pekerjaan lo besok ppn deh naik 12,@suenoseeker @sprklesfairy eh lo masih update ceritanya alias threadnya masih dilanjutin amp lo bacain apa bagaimana sih wkwk getol amp mengurusi banget kata gue jir sori tapi gue cukup baca sampai yang kemarin diupdate saja enggak tapi be continued wkwkwkwk kayak enggak ada pekerjaan saja deh mending urus pekerjaan lo besok ppn deh naik 12,@suenoseeker @sprklesfairy eh lo masih update ceritanya alias threadnya masih dilanjutin amp lo bacain apa bagaimana sih wkwk getol amp mengurusi banget kata gue jir sori tapi gue cukup baca sampai yang kemarin diupdate saja enggak tapi be continued wkwkwkwk kayak enggak ada pekerjaan saja deh mending urus pekerjaan lo besok ppn deh naik 12,"['eh', 'lo', 'masih', 'update', 'ceritanya', 'alias', 'threadnya', 'masih', 'dilanjutin', 'amp', 'lo', 'bacain', 'apa', 'bagaimana', 'sih', 'wkwk', 'getol', 'amp', 'mengurusi', 'banget', 'kata', 'gue', 'jir', 'sori', 'tapi', 'gue', 'cukup', 'baca', 'sampai', 'yang', 'kemarin', 'diupdate', 'saja', 'enggak', 'tapi', 'be', 'continued', 'wkwkwkwk', 'kayak', 'enggak', 'ada', 'pekerjaan', 'saja', 'deh', 'mending', 'urus', 'pekerjaan', 'lo', 'besok', 'ppn', 'deh', 'naik', '12']","['eh', 'lo', 'masih', 'update', 'cerita', 'alias', 'threadnya', 'masih', 'lanjut', 'amp', 'lo', 'baca', 'apa', 'bagaimana', 'sih', 'wkwk', 'getol', 'amp', 'urus', 'banget', 'kata', 'gue', 'jir', 'sori', 'tapi', 'gue', 'cukup', 'baca', 'sampai', 'yang', 'kemarin', 'diupdate', 'saja', 'tidak', 'tapi', 'be', 'continued', 'wkwkwkwk', 'kayak', 'tidak', 'ada', 'pekerjaan', 'saja', 'deh', 'mending', 'urus', 'pekerja', 'lo', 'besok', 'ppn', 'deh', 'naik', '12']","['eh', 'lo', 'update', 'cerita', 'alias', 'threadnya', 'amp', 'lo', 'baca', 'sih', 'getol', 'amp', 'urus', 'banget', 'gue', 'jir', 'sori', 'gue', 'baca', 'kemarin', 'diupdate', 'be', 'continued', 'kayak', 'pekerjaan', 'deh', 'mending', 'urus', 'pekerja', 'lo', 'besok', 'ppn', 'deh', '12']","['eh', 'update', 'cerita', 'alias', 'threadnya', 'amp', 'baca', 'getol', 'amp', 'urus', 'banget', 'jir', 'sori', 'baca', 'kemarin', 'diupdate', 'be', 'continued', 'kayak', 'pekerjaan', 'mending', 'urus', 'pekerja', 'besok', 'ppn', '12']"
@AbyAlthaf @NyaiNeneng Hei Paijo elo kalo go Block jan bulat2 ya mikir klo masih punya otak imbas PPN 12% semua bakal ikut naik BBM naik angkutan yg bawa sayur naik imbas harga sayur naik beras dtt ikut naik anak elo panas beli bodrexin jg bakal naik dsb masak gabisa mikir???,@abyalthaf @nyaineneng hei paijo elo kalo go block jan bulat2 ya mikir klo masih punya otak imbas ppn 12 semua bakal ikut naik bbm naik angkutan yg bawa sayur naik imbas harga sayur naik beras dtt ikut naik anak elo panas beli bodrexin jg bakal naik dsb masak gabisa mikir,@abyalthaf @nyaineneng hei paijo lo kalo go block jangan bulat2 ya mikir kalo masih punya otak imbas ppn 12 semua bakal ikut naik bbm naik angkutan yang bawa sayur naik imbas harga sayur naik beras dtt ikut naik anak lo panas beli bodrexin juga bakal naik dsb masak enggak bisa mikir,@abyalthaf @nyaineneng hei paijo lo kalo go block jangan bulat2 ya mikir kalo masih punya otak imbas ppn 12 semua bakal ikut naik bbm naik angkutan yang bawa sayur naik imbas harga sayur naik beras dt ikut naik anak lo panas beli bodrexin juga bakal naik dsb masak enggak bisa mikir,@abyalthaf @nyaineneng hei paijo lo kalo go block jangan bulat2 ya mikir kalo masih punya otak imbas ppn 12 semua bakal ikut naik bbm naik angkutan yang bawa sayur naik imbas harga sayur naik beras dt ikut naik anak lo panas beli bodrexin juga bakal naik dsb masak enggak bisa mikir,"['hei', 'paijo', 'lo', 'kalo', 'go', 'block', 'jangan', 'bulat', '2', 'ya', 'mikir', 'kalo', 'masih', 'punya', 'otak', 'imbas', 'ppn', '12', 'semua', 'bakal', 'ikut', 'naik', 'bbm', 'naik', 'angkutan', 'yang', 'bawa', 'sayur', 'naik', 'imbas', 'harga', 'sayur', 'naik', 'beras', 'dt', 'ikut', 'naik', 'anak', 'lo', 'panas', 'beli', 'bodrexin', 'juga', 'bakal', 'naik', 'dsb', 'masak', 'enggak', 'bisa', 'mikir']","['hei', 'paijo', 'lo', 'kalau', 'go', 'block', 'jangan', 'bulat', '2', 'iya', 'pikir', 'kalau', 'masih', 'punya', 'otak', 'imbas', 'ppn', '12', 'semua', 'bakal', 'ikut', 'naik', 'bbm', 'naik', 'angkut', 'yang', 'bawa', 'sayur', 'naik', 'imbas', 'harga', 'sayur', 'naik', 'beras', 'dt', 'ikut', 'naik', 'anak', 'lo', 'panas', 'beli', 'bodrexin', 'juga', 'bakal', 'naik', 'dsb', 'masak', 'tidak', 'bisa', 'pikir']","['hei', 'paijo', 'lo', 'go', 'block', 'bulat', '2', 'iya', 'pikir', 'otak', 'imbas', 'ppn', '12', 'bbm', 'angkut', 'bawa', 'sayur', 'imbas', 'harga', 'sayur', 'beras', 'dt', 'anak', 'lo', 'panas', 'beli', 'bodrexin', 'dsb', 'masak', 'pikir']","['hei', 'paijo', 'go', 'block', 'bulat', '2', 'pikir', 'otak', 'imbas', 'ppn', '12', 'bbm', 'angkut', 'bawa', 'sayur', 'imbas', 'harga', 'sayur', 'beras', 'dt', 'anak', 'panas', 'beli', 'bodrexin', 'dsb', 'masak', 'pikir']"
Manafaat apa bgst?? Mangaat itu kalau PAJAK PPN GAK NAIK 12%,manafaat apa bgst mangaat itu kalau pajak ppn gak naik 12,manafaat apa bgst mangaat itu kalau pajak ppn enggak naik 12,manafaat apa bgst mangaat itu kalau pajak ppn enggak naik 12,manafaat apa bgst mangaat itu kalau pajak ppn enggak naik 12,"['manafaat', 'apa', 'bgst', 'mangaat', 'itu', 'kalau', 'pajak', 'ppn', 'enggak', 'naik', '12']","['manafaat', 'apa', 'bgst', 'mangaat', 'itu', 'kalau', 'pajak', 'ppn', 'tidak', 'naik', '12']","['manafaat', 'bgst', 'mangaat', 'pajak', 'ppn', '12']","['manafaat', 'bgst', 'mangaat', 'pajak', 'ppn', '12']"
Eungh najis ppn naik 12% anying,eungh najis ppn naik 12 anying,eungh najis ppn naik 12 anying,eungh najis ppn naik 12 anying,eungh najis ppn naik 12 anying,"['eungh', 'najis', 'ppn', 'naik', '12', 'anying']","['eungh', 'najis', 'ppn', 'naik', '12', 'anying']","['eungh', 'najis', 'ppn', '12', 'anying']","['eungh', 'najis', 'ppn', '12', 'anying']"
Aku berharap kepada Pak Presiden walau dalam agama tidak boleh berharap selain kpd Tuhan. Tetapi karena PPN besok akan naik saya memohon semoga bapak mempertimbangkan lagi untuk menaikkan PPN 12% mengingat masyarakat ekonominya masih tidak stabil. Rahayu...,aku berharap kepada pak presiden walau dalam agama tidak boleh berharap selain kpd tuhan tetapi karena ppn besok akan naik saya memohon semoga bapak mempertimbangkan lagi untuk menaikkan ppn 12 mengingat masyarakat ekonominya masih tidak stabil rahayu,aku berharap kepada pak presiden walau dalam agama tidak boleh berharap selain kepada tuhan tetapi karena ppn besok akan naik saya memohon semoga bapak mempertimbangkan lagi untuk menaikkan ppn 12 mengingat masyarakat ekonominya masih tidak stabil rahayu,aku berharap kepada pak presiden walau dalam agama tidak boleh berharap selain kepada tuhan tetapi karena ppn besok akan naik saya memohon semoga bapak mempertimbangkan lagi untuk menaikkan ppn 12 mengingat masyarakat ekonominya masih tidak stabil rahayu,aku berharap kepada pak presiden walau dalam agama tidak boleh berharap selain kepada tuhan tetapi karena ppn besok akan naik saya memohon semoga bapak mempertimbangkan lagi untuk menaikkan ppn 12 mengingat masyarakat ekonominya masih tidak stabil rahayu,"['aku', 'berharap', 'kepada', 'pak', 'presiden', 'walau', 'dalam', 'agama', 'tidak', 'boleh', 'berharap', 'selain', 'kepada', 'tuhan', 'tetapi', 'karena', 'ppn', 'besok', 'akan', 'naik', 'saya', 'memohon', 'semoga', 'bapak', 'mempertimbangkan', 'lagi', 'untuk', 'menaikkan', 'ppn', '12', 'mengingat', 'masyarakat', 'ekonominya', 'masih', 'tidak', 'stabil', 'rahayu']","['aku', 'harap', 'kepada', 'pak', 'presiden', 'walau', 'dalam', 'agama', 'tidak', 'boleh', 'harap', 'selain', 'kepada', 'tuhan', 'tetapi', 'karena', 'ppn', 'besok', 'akan', 'naik', 'saya', 'mohon', 'moga', 'bapak', 'timbang', 'lagi', 'untuk', 'naik', 'ppn', '12', 'ingat', 'masyarakat', 'ekonomi', 'masih', 'tidak', 'stabil', 'rahayu']","['harap', 'presiden', 'agama', 'harap', 'tuhan', 'ppn', 'besok', 'mohon', 'moga', 'timbang', 'ppn', '12', 'masyarakat', 'ekonomi', 'stabil', 'rahayu']","['harap', 'presiden', 'agama', 'harap', 'tuhan', 'ppn', 'besok', 'mohon', 'moga', 'timbang', 'ppn', '12', 'masyarakat', 'ekonomi', 'stabil', 'rahayu']"
me when mengingat besok ppn naik 12% https://t.co/ya0b1MZs9Q,me when mengingat besok ppn naik 12 ,me when mengingat besok ppn naik 12 ,me when mengingat besok ppn naik 12 ,me when mengingat besok ppn naik 12 ,"['me', 'when', 'mengingat', 'besok', 'ppn', 'naik', '12']","['me', 'when', 'ingat', 'besok', 'ppn', 'naik', '12']","['me', 'when', 'besok', 'ppn', '12']","['me', 'when', 'besok', 'ppn', '12']"
Hebat bener mayoritas rakyat kecil pengguna grab naik strata ! Karena mereka sering memanfaatkan fasilitas premium yang dikenai PPN 12 versi Mulyani. https://t.co/nnSQpkBRk6,hebat bener mayoritas rakyat kecil pengguna grab naik strata  karena mereka sering memanfaatkan fasilitas premium yang dikenai ppn 12 versi mulyani ,hebat benar mayoritas rakyat kecil pengguna grab naik strata  karena mereka sering memanfaatkan fasilitas premium yang dikenai ppn 12 versi mulyani ,hebat benar mayoritas rakyat kecil pengguna grab naik strata  karena mereka sering memanfaatkan fasilitas premium yang dikenai ppn 12 versi mulyani ,hebat benar mayoritas rakyat kecil pengguna grab naik strata  karena mereka sering memanfaatkan fasilitas premium yang dikenai ppn 12 versi mulyani ,"['hebat', 'benar', 'mayoritas', 'rakyat', 'kecil', 'pengguna', 'grab', 'naik', 'strata', 'karena', 'mereka', 'sering', 'memanfaatkan', 'fasilitas', 'premium', 'yang', 'dikenai', 'ppn', '12', 'versi', 'mulyani']","['hebat', 'benar', 'mayoritas', 'rakyat', 'kecil', 'guna', 'grab', 'naik', 'strata', 'karena', 'mereka', 'sering', 'manfaat', 'fasilitas', 'premium', 'yang', 'kena', 'ppn', '12', 'versi', 'mulyani']","['hebat', 'mayoritas', 'rakyat', 'grab', 'strata', 'manfaat', 'fasilitas', 'premium', 'kena', 'ppn', '12', 'versi', 'mulyani']","['hebat', 'mayoritas', 'rakyat', 'grab', 'strata', 'manfaat', 'fasilitas', 'premium', 'kena', 'ppn', '12', 'versi', 'mulyani']"
@Dyanasthasia Ayo ani ani tunjukkan taringmu lagi. Ppn 12% km ga takut kah harga dior hifu dna salmon dan salon makin mahal nnti km pusing malah nyari freelance lainnya. Ayo ppn naik ini semua itu grgr gadunmu,@dyanasthasia ayo ani ani tunjukkan taringmu lagi ppn 12 km ga takut kah harga dior hifu dna salmon dan salon makin mahal nnti km pusing malah nyari freelance lainnya ayo ppn naik ini semua itu grgr gadunmu,@dyanasthasia ayo ani ani tunjukkan taringmu lagi ppn 12 kamu enggak takut kah harga dior hifu dna salmon dan salon makin mahal nanti kamu pusing malah mencari freelance lainnya ayo ppn naik ini semua itu gara-gara gadunmu,@dyanasthasia ayo ani ani tunjukkan taringmu lagi ppn 12 kamu enggak takut kah harga dior hifu dna salmon dan salon makin mahal nanti kamu pusing malah mencari freelance lainnya ayo ppn naik ini semua itu gara-gara gadunmu,@dyanasthasia ayo ani ani tunjukkan taringmu lagi ppn 12 kamu enggak takut kah harga dior hifu dna salmon dan salon makin mahal nanti kamu pusing malah mencari freelance lainnya ayo ppn naik ini semua itu gara-gara gadunmu,"['ayo', 'ani', 'ani', 'tunjukkan', 'taringmu', 'lagi', 'ppn', '12', 'kamu', 'enggak', 'takut', 'kah', 'harga', 'dior', 'hifu', 'dna', 'salmon', 'dan', 'salon', 'makin', 'mahal', 'nanti', 'kamu', 'pusing', 'malah', 'mencari', 'freelance', 'lainnya', 'ayo', 'ppn', 'naik', 'ini', 'semua', 'itu', 'gara-gara', 'gadunmu']","['ayo', 'ani', 'ani', 'tunjuk', 'taring', 'lagi', 'ppn', '12', 'kamu', 'tidak', 'takut', 'kah', 'harga', 'dior', 'hifu', 'dna', 'salmon', 'dan', 'salon', 'makin', 'mahal', 'nanti', 'kamu', 'pusing', 'malah', 'cari', 'freelance', 'lain', 'ayo', 'ppn', 'naik', 'ini', 'semua', 'itu', 'gara-gara', 'gadunmu']","['ayo', 'ani', 'ani', 'taring', 'ppn', '12', 'takut', 'kah', 'harga', 'dior', 'hifu', 'dna', 'salmon', 'salon', 'mahal', 'pusing', 'cari', 'freelance', 'ayo', 'ppn', 'gara-gara', 'gadunmu']","['ayo', 'ani', 'ani', 'taring', 'ppn', '12', 'takut', 'harga', 'dior', 'hifu', 'dna', 'salmon', 'salon', 'mahal', 'pusing', 'cari', 'freelance', 'ayo', 'ppn', 'gara-gara', 'gadunmu']"
@jandesx kenapa ? kepikiran PPN naik 12% ya ? hahahaha,@jandesx kenapa  kepikiran ppn naik 12 ya  hahahaha,@jandesx kenapa  kepikiran ppn naik 12 ya  hahahaha,@jandesx kenapa  kepikiran ppn naik 12 ya  hahahaha,@jandesx kenapa  kepikiran ppn naik 12 ya  hahahaha,"['kenapa', 'kepikiran', 'ppn', 'naik', '12', 'ya', 'hahahaha']","['kenapa', 'pikir', 'ppn', 'naik', '12', 'iya', 'hahahaha']","['pikir', 'ppn', '12', 'iya', 'hahahaha']","['pikir', 'ppn', '12', 'hahahaha']"
Etdah 1 hari lagi ini doank idup tenang besok ppn 12% naik bang Sekarang jam 2 mlm btw,etdah 1 hari lagi ini doank idup tenang besok ppn 12 naik bang sekarang jam 2 mlm btw,etdah 1 hari lagi ini doang hidup tenang besok ppn 12 naik bang sekarang jam 2 malam btw,etdah 1 hari lagi ini doang hidup tenang besok ppn 12 naik bang sekarang jam 2 malam btw,etdah 1 hari lagi ini doang hidup tenang besok ppn 12 naik bang sekarang jam 2 malam btw,"['etdah', '1', 'hari', 'lagi', 'ini', 'doang', 'hidup', 'tenang', 'besok', 'ppn', '12', 'naik', 'bang', 'sekarang', 'jam', '2', 'malam', 'btw']","['etdah', '1', 'hari', 'lagi', 'ini', 'doang', 'hidup', 'tenang', 'besok', 'ppn', '12', 'naik', 'bang', 'sekarang', 'jam', '2', 'malam', 'btw']","['etdah', '1', 'doang', 'hidup', 'tenang', 'besok', 'ppn', '12', 'bang', 'jam', '2', 'malam', 'btw']","['etdah', '1', 'doang', 'hidup', 'tenang', 'besok', 'ppn', '12', 'bang', 'jam', '2', 'malam', 'btw']"
@muggle_backup @ExoVotes88 @atiroh07 @Anak__Ogi Namanya presiden itu eksekutif menjalankan amanat dan perintah undang undang. Jadi mau siapapun presidennya ini UU pajak udh jadi dari thn 2021. Emg klo presiden nya bukan prabowo elu yakin ppn gak naik (batal) 12% ? Caranya gimana coba sebutin ?,@mugglebackup @exovotes88 @atiroh07 @anakogi namanya presiden itu eksekutif menjalankan amanat dan perintah undang undang jadi mau siapapun presidennya ini uu pajak udh jadi dari thn 2021 emg klo presiden nya bukan prabowo elu yakin ppn gak naik batal 12  caranya gimana coba sebutin ,@mugglebackup @exovotes88 @atiroh07 @anakogi namanya presiden itu eksekutif menjalankan amanat dan perintah undang undang jadi mau siapapun presidennya ini uu pajak sudah jadi dari tahun 2021 memang kalo presiden nya bukan prabowo lu yakin ppn enggak naik batal 12  caranya bagaimana coba sebutin ,@mugglebackup @exovotes88 @atiroh07 @anakogi namanya presiden itu eksekutif menjalankan amanat dan perintah undang undang jadi mau siapapun presidennya ini u pajak sudah jadi dari tahun 2021 memang kalo presiden nya bukan prabowo lu yakin ppn enggak naik batal 12  caranya bagaimana coba sebutin ,@mugglebackup @exovotes88 @atiroh07 @anakogi namanya presiden itu eksekutif menjalankan amanat dan perintah undang undang jadi mau siapapun presidennya ini u pajak sudah jadi dari tahun 2021 memang kalo presiden nya bukan prabowo lu yakin ppn enggak naik batal 12  caranya bagaimana coba sebutin ,"['namanya', 'presiden', 'itu', 'eksekutif', 'menjalankan', 'amanat', 'dan', 'perintah', 'undang', 'undang', 'jadi', 'mau', 'siapapun', 'presidennya', 'ini', 'u', 'pajak', 'sudah', 'jadi', 'dari', 'tahun', '2021', 'memang', 'kalo', 'presiden', 'nya', 'bukan', 'prabowo', 'lu', 'yakin', 'ppn', 'enggak', 'naik', 'batal', '12', 'caranya', 'bagaimana', 'coba', 'sebutin']","['nama', 'presiden', 'itu', 'eksekutif', 'jalan', 'amanat', 'dan', 'perintah', 'undang', 'undang', 'jadi', 'mau', 'siapa', 'presiden', 'ini', 'u', 'pajak', 'sudah', 'jadi', 'dari', 'tahun', '2021', 'memang', 'kalau', 'presiden', 'nya', 'bukan', 'prabowo', 'lu', 'yakin', 'ppn', 'tidak', 'naik', 'batal', '12', 'cara', 'bagaimana', 'coba', 'sebut']","['nama', 'presiden', 'eksekutif', 'jalan', 'amanat', 'perintah', 'undang', 'undang', 'presiden', 'u', 'pajak', '2021', 'presiden', 'nya', 'prabowo', 'lu', 'ppn', 'batal', '12', 'coba']","['nama', 'presiden', 'eksekutif', 'jalan', 'amanat', 'perintah', 'undang', 'undang', 'presiden', 'u', 'pajak', '2021', 'presiden', 'prabowo', 'ppn', 'batal', '12', 'coba']"
@kompascom Meski target pemerintah bisa suplus produksi pangan namun harga pangan yg kemungkinan naik akibat dampak interaksi dari nilai barang lainnya yg PPN12% maka untuk mjaga harga itu hanya ada 2 opsi pertama impor kedua membatalkan PPN 12% itu ,@kompascom meski target pemerintah bisa suplus produksi pangan namun harga pangan yg kemungkinan naik akibat dampak interaksi dari nilai barang lainnya yg ppn12 maka untuk mjaga harga itu hanya ada 2 opsi pertama impor kedua membatalkan ppn 12 itu ,@kompascom meski target pemerintah bisa suplus produksi pangan namun harga pangan yang kemungkinan naik akibat dampak interaksi dari nilai barang lainnya yang ppn12 maka untuk mjaga harga itu hanya ada 2 opsi pertama impor kedua membatalkan ppn 12 itu ,@kompascom meski target pemerintah bisa suplus produksi pangan namun harga pangan yang kemungkinan naik akibat dampak interaksi dari nilai barang lainnya yang ppn12 maka untuk mjaga harga itu hanya ada 2 opsi pertama impor kedua membatalkan ppn 12 itu ,@kompascom meski target pemerintah bisa suplus produksi pangan namun harga pangan yang kemungkinan naik akibat dampak interaksi dari nilai barang lainnya yang ppn12 maka untuk mjaga harga itu hanya ada 2 opsi pertama impor kedua membatalkan ppn 12 itu ,"['meski', 'target', 'pemerintah', 'bisa', 'suplus', 'produksi', 'pangan', 'namun', 'harga', 'pangan', 'yang', 'kemungkinan', 'naik', 'akibat', 'dampak', 'interaksi', 'dari', 'nilai', 'barang', 'lainnya', 'yang', 'ppn', '12', 'maka', 'untuk', 'mjaga', 'harga', 'itu', 'hanya', 'ada', '2', 'opsi', 'pertama', 'impor', 'kedua', 'membatalkan', 'ppn', '12', 'itu']","['meski', 'target', 'perin', 'bisa', 'suplus', 'produksi', 'pangan', 'namun', 'harga', 'pangan', 'yang', 'mungkin', 'naik', 'akibat', 'dampak', 'interaksi', 'dari', 'nilai', 'barang', 'lain', 'yang', 'ppn', '12', 'maka', 'untuk', 'mjaga', 'harga', 'itu', 'hanya', 'ada', '2', 'opsi', 'pertama', 'impor', 'dua', 'batal', 'ppn', '12', 'itu']","['target', 'perin', 'suplus', 'produksi', 'pangan', 'harga', 'pangan', 'akibat', 'dampak', 'interaksi', 'nilai', 'barang', 'ppn', '12', 'mjaga', 'harga', '2', 'opsi', 'impor', 'batal', 'ppn', '12']","['target', 'perin', 'suplus', 'produksi', 'pangan', 'harga', 'pangan', 'akibat', 'dampak', 'interaksi', 'nilai', 'barang', 'ppn', '12', 'mjaga', 'harga', '2', 'opsi', 'impor', 'batal', 'ppn', '12']"
@DwiArmadi69041 @ilhamaslek @pablo_francess @__yeeeet justru krna subsidi lah kami boleh hidup makmur seperti sekarang warga kau naik PPN 12% sudah ngeluh. itu tandanya pemerintah kau gak peduli sama rakyat ,@dwiarmadi69041 @ilhamaslek @pablofrancess @yeeeet justru krna subsidi lah kami boleh hidup makmur seperti sekarang warga kau naik ppn 12 sudah ngeluh itu tandanya pemerintah kau gak peduli sama rakyat ,@dwiarmadi69041 @ilhamaslek @pablofrancess @yeeeet justru karena subsidi lah kami boleh hidup makmur seperti sekarang warga kau naik ppn 12 sudah ngeluh itu tandanya pemerintah kau enggak peduli sama rakyat ,@dwiarmadi69041 @ilhamaslek @pablofrances @yeeeet justru karena subsidi lah kami boleh hidup makmur seperti sekarang warga kau naik ppn 12 sudah ngeluh itu tandanya pemerintah kau enggak peduli sama rakyat ,@dwiarmadi69041 @ilhamaslek @pablofrances @yeeeet justru karena subsidi lah kami boleh hidup makmur seperti sekarang warga kau naik ppn 12 sudah ngeluh itu tandanya pemerintah kau enggak peduli sama rakyat ,"['justru', 'karena', 'subsidi', 'lah', 'kami', 'boleh', 'hidup', 'makmur', 'seperti', 'sekarang', 'warga', 'kau', 'naik', 'ppn', '12', 'sudah', 'ngeluh', 'itu', 'tandanya', 'pemerintah', 'kau', 'enggak', 'peduli', 'sama', 'rakyat']","['justru', 'karena', 'subsidi', 'lah', 'kami', 'boleh', 'hidup', 'makmur', 'seperti', 'sekarang', 'warga', 'kau', 'naik', 'ppn', '12', 'sudah', 'ngeluh', 'itu', 'tanda', 'perin', 'kau', 'tidak', 'peduli', 'sama', 'rakyat']","['subsidi', 'hidup', 'makmur', 'warga', 'kau', 'ppn', '12', 'ngeluh', 'tanda', 'perin', 'kau', 'peduli', 'rakyat']","['subsidi', 'hidup', 'makmur', 'warga', 'kau', 'ppn', '12', 'ngeluh', 'tanda', 'perin', 'kau', 'peduli', 'rakyat']"
Efek ppn 12% yang real bayangin ppn naik 1% tp harga jadi 10k pertama dari pabrik ke distributor kena pajak abis itu ke jg agen agen ke penjual eceran moment ni naikin ah 8k bilang aja efek kenaikan ppn. Tp ini momen cuan si tp siap siap aje pd kabur,efek ppn 12 yang real bayangin ppn naik 1 tp harga jadi 10k pertama dari pabrik ke distributor kena pajak abis itu ke jg agen agen ke penjual eceran moment ni naikin ah 8k bilang aja efek kenaikan ppn tp ini momen cuan si tp siap siap aje pd kabur,efek ppn 12 yang real bayangkan ppn naik 1 tapi harga jadi 10k pertama dari pabrik ke distributor kena pajak habis itu ke juga agen agen ke penjual eceran moment nih naikin ah 8k bilang saja efek kenaikan ppn tapi ini momen cuan sih tapi siap siap saja pada kabur,efek ppn 12 yang real bayangkan ppn naik 1 tapi harga jadi 10k pertama dari pabrik ke distributor kena pajak habis itu ke juga agen agen ke penjual eceran moment nih naikin ah 8k bilang saja efek kenaikan ppn tapi ini momen cuan sih tapi siap siap saja pada kabur,efek ppn 12 yang real bayangkan ppn naik 1 tapi harga jadi 10k pertama dari pabrik ke distributor kena pajak habis itu ke juga agen agen ke penjual eceran moment nih naikin ah 8k bilang saja efek kenaikan ppn tapi ini momen cuan sih tapi siap siap saja pada kabur,"['efek', 'ppn', '12', 'yang', 'real', 'bayangkan', 'ppn', 'naik', '1', 'tapi', 'harga', 'jadi', '10k', 'pertama', 'dari', 'pabrik', 'ke', 'distributor', 'kena', 'pajak', 'habis', 'itu', 'ke', 'juga', 'agen', 'agen', 'ke', 'penjual', 'eceran', 'moment', 'nih', 'naikin', 'ah', '8k', 'bilang', 'saja', 'efek', 'kenaikan', 'ppn', 'tapi', 'ini', 'momen', 'cuan', 'sih', 'tapi', 'siap', 'siap', 'saja', 'pada', 'kabur']","['efek', 'ppn', '12', 'yang', 'real', 'bayang', 'ppn', 'naik', '1', 'tapi', 'harga', 'jadi', '10k', 'pertama', 'dari', 'pabrik', 'ke', 'distributor', 'kena', 'pajak', 'habis', 'itu', 'ke', 'juga', 'agen', 'agen', 'ke', 'jual', 'ecer', 'moment', 'ini', 'naik', 'ah', '8k', 'bilang', 'saja', 'efek', 'kenaikan', 'ppn', 'tapi', 'ini', 'momen', 'cuan', 'sih', 'tapi', 'siap', 'siap', 'saja', 'pada', 'kabur']","['efek', 'ppn', '12', 'real', 'bayang', 'ppn', '1', 'harga', '10k', 'pabrik', 'distributor', 'kena', 'pajak', 'habis', 'agen', 'agen', 'jual', 'ecer', 'moment', 'ah', '8k', 'bilang', 'efek', 'kenaikan', 'ppn', 'momen', 'cuan', 'sih', 'kabur']","['efek', 'ppn', '12', 'real', 'bayang', 'ppn', '1', 'harga', '10k', 'pabrik', 'distributor', 'kena', 'pajak', 'habis', 'agen', 'agen', 'jual', 'ecer', 'moment', 'ah', '8k', 'bilang', 'efek', 'kenaikan', 'ppn', 'momen', 'cuan', 'kabur']"
